CMDLINE 'd:\program files\anoconda2\python.exe' runTimeMemory.py
MEM 0.437500 1568776614.8840
MEM 12.613281 1568776614.9840
MEM 18.011719 1568776615.0850
MEM 21.914062 1568776615.1860
MEM 25.582031 1568776615.2870
MEM 30.277344 1568776615.3870
MEM 43.390625 1568776615.4880
MEM 51.554688 1568776615.5890
MEM 54.203125 1568776615.6890
MEM 56.941406 1568776615.7900
MEM 61.703125 1568776615.8910
MEM 66.183594 1568776615.9920
MEM 68.066406 1568776616.0920
MEM 68.066406 1568776616.1930
MEM 68.066406 1568776616.2940
MEM 68.378906 1568776616.3950
MEM 69.777344 1568776616.4950
MEM 75.203125 1568776616.5960
MEM 79.234375 1568776616.6970
MEM 82.101562 1568776616.7980
MEM 85.718750 1568776616.8980
MEM 87.902344 1568776616.9990
MEM 92.570312 1568776617.1000
MEM 97.550781 1568776617.2000
MEM 101.843750 1568776617.3010
MEM 105.500000 1568776617.4020
MEM 114.613281 1568776617.5030
MEM 129.671875 1568776617.6030
MEM 145.933594 1568776617.7040
MEM 162.046875 1568776617.8050
MEM 178.167969 1568776617.9060
MEM 194.093750 1568776618.0060
MEM 210.417969 1568776618.1070
MEM 226.667969 1568776618.2080
MEM 242.910156 1568776618.3080
MEM 259.003906 1568776618.4090
MEM 275.250000 1568776618.5100
MEM 291.507812 1568776618.6110
MEM 307.578125 1568776618.7110
MEM 323.710938 1568776618.8120
MEM 339.566406 1568776618.9130
MEM 355.433594 1568776619.0140
MEM 371.304688 1568776619.1140
MEM 387.320312 1568776619.2150
MEM 403.421875 1568776619.3160
MEM 416.777344 1568776619.4170
MEM 432.019531 1568776619.5170
MEM 448.636719 1568776619.6180
MEM 460.917969 1568776619.7190
MEM 471.207031 1568776619.8190
MEM 483.027344 1568776619.9220
MEM 495.500000 1568776620.0230
MEM 510.261719 1568776620.1240
MEM 524.253906 1568776620.2240
MEM 539.894531 1568776620.3250
MEM 554.613281 1568776620.4260
MEM 570.734375 1568776620.5270
MEM 586.835938 1568776620.6270
MEM 603.000000 1568776620.7280
MEM 619.093750 1568776620.8290
MEM 635.300781 1568776620.9290
MEM 651.398438 1568776621.0300
MEM 667.218750 1568776621.1310
MEM 683.230469 1568776621.2320
MEM 698.867188 1568776621.3320
MEM 712.332031 1568776621.4330
MEM 727.679688 1568776621.5340
MEM 743.113281 1568776621.6350
MEM 759.417969 1568776621.7350
MEM 775.433594 1568776621.8360
MEM 791.500000 1568776621.9370
MEM 807.847656 1568776622.0370
MEM 823.984375 1568776622.1380
MEM 840.273438 1568776622.2390
MEM 855.937500 1568776622.3400
MEM 871.750000 1568776622.4400
MEM 887.390625 1568776622.5410
MEM 902.984375 1568776622.6420
MEM 918.574219 1568776622.7430
MEM 934.839844 1568776622.8430
MEM 950.824219 1568776622.9440
MEM 967.031250 1568776623.0450
MEM 983.167969 1568776623.1460
MEM 999.085938 1568776623.2460
MEM 1015.230469 1568776623.3470
MEM 1029.968750 1568776623.4480
MEM 1045.488281 1568776623.5480
MEM 1061.906250 1568776623.6490
MEM 1078.046875 1568776623.7500
MEM 1094.046875 1568776623.8510
MEM 1108.136719 1568776623.9510
MEM 1121.078125 1568776624.0520
MEM 1133.957031 1568776624.1530
MEM 1150.406250 1568776624.2540
MEM 1166.804688 1568776624.3540
MEM 1182.878906 1568776624.4550
MEM 1199.261719 1568776624.5560
MEM 1215.359375 1568776624.6570
MEM 1231.609375 1568776624.7570
MEM 1247.406250 1568776624.8580
MEM 1263.203125 1568776624.9590
MEM 1279.234375 1568776625.0590
MEM 1295.179688 1568776625.1600
MEM 1310.375000 1568776625.2610
MEM 1326.242188 1568776625.3620
MEM 1341.949219 1568776625.4620
MEM 1358.214844 1568776625.5630
MEM 1371.984375 1568776625.6640
MEM 1387.800781 1568776625.7650
MEM 1404.000000 1568776625.8650
MEM 1420.226562 1568776625.9660
MEM 1436.523438 1568776626.0670
MEM 1452.648438 1568776626.1670
MEM 1468.644531 1568776626.2680
MEM 1484.789062 1568776626.3690
MEM 1501.085938 1568776626.4700
MEM 1516.980469 1568776626.5700
MEM 1532.742188 1568776626.6710
MEM 1548.437500 1568776626.7720
MEM 1564.839844 1568776626.8730
MEM 1580.960938 1568776626.9730
MEM 1597.085938 1568776627.0740
MEM 1613.183594 1568776627.1750
MEM 1629.171875 1568776627.2750
MEM 1645.105469 1568776627.3760
MEM 1661.121094 1568776627.4770
MEM 1673.328125 1568776627.5780
MEM 1674.437500 1568776627.6780
MEM 1675.550781 1568776627.7790
MEM 1676.644531 1568776627.8800
MEM 1677.699219 1568776627.9810
MEM 1678.707031 1568776628.0810
MEM 1679.710938 1568776628.1820
MEM 1680.828125 1568776628.2830
MEM 1681.968750 1568776628.3840
MEM 1683.070312 1568776628.4840
MEM 1684.191406 1568776628.5850
MEM 1685.269531 1568776628.6860
MEM 1686.375000 1568776628.7860
MEM 1687.472656 1568776628.8870
MEM 1688.566406 1568776628.9880
MEM 1689.660156 1568776629.0890
MEM 1690.726562 1568776629.1890
MEM 1691.746094 1568776629.2900
MEM 1692.820312 1568776629.3910
MEM 1693.886719 1568776629.4920
MEM 1694.933594 1568776629.5920
MEM 1696.019531 1568776629.6930
MEM 1697.117188 1568776629.7940
MEM 1698.210938 1568776629.8940
MEM 1699.324219 1568776629.9950
MEM 1700.429688 1568776630.0960
MEM 1701.535156 1568776630.1970
MEM 1702.667969 1568776630.2970
MEM 1703.792969 1568776630.3980
MEM 1704.890625 1568776630.4990
MEM 1705.890625 1568776630.6000
MEM 1706.953125 1568776630.7000
MEM 1708.097656 1568776630.8010
MEM 1709.218750 1568776630.9020
MEM 1710.367188 1568776631.0030
MEM 1711.476562 1568776631.1030
MEM 1712.585938 1568776631.2040
