CMDLINE 'd:\program files\anoconda2\python.exe' runTimeMemory.py
MEM 0.539062 1568776910.2010
MEM 13.136719 1568776910.3100
MEM 18.222656 1568776910.4190
MEM 22.941406 1568776910.5290
MEM 27.671875 1568776910.6380
MEM 36.984375 1568776910.7470
MEM 50.589844 1568776910.8570
MEM 53.824219 1568776910.9660
MEM 56.621094 1568776911.0750
MEM 61.792969 1568776911.1850
MEM 67.289062 1568776911.2940
MEM 67.968750 1568776911.4040
MEM 67.968750 1568776911.5130
MEM 68.265625 1568776911.6220
MEM 69.265625 1568776911.7320
MEM 74.679688 1568776911.8410
MEM 79.386719 1568776911.9500
MEM 82.507812 1568776912.0600
MEM 86.390625 1568776912.1690
MEM 88.847656 1568776912.2780
MEM 95.769531 1568776912.3880
MEM 100.468750 1568776912.4970
MEM 103.855469 1568776912.6060
MEM 112.722656 1568776912.7160
MEM 127.859375 1568776912.8250
MEM 146.105469 1568776912.9340
MEM 164.230469 1568776913.0440
MEM 182.156250 1568776913.1530
MEM 200.292969 1568776913.2630
MEM 218.261719 1568776913.3720
MEM 235.277344 1568776913.4810
MEM 253.355469 1568776913.5910
MEM 271.261719 1568776913.7000
MEM 289.371094 1568776913.8090
MEM 307.601562 1568776913.9190
MEM 325.890625 1568776914.0280
MEM 343.777344 1568776914.1370
MEM 361.949219 1568776914.2470
MEM 380.019531 1568776914.3560
MEM 398.390625 1568776914.4650
MEM 416.648438 1568776914.5750
MEM 434.863281 1568776914.6840
MEM 452.984375 1568776914.7930
MEM 471.074219 1568776914.9030
MEM 489.347656 1568776915.0120
MEM 507.667969 1568776915.1210
MEM 525.496094 1568776915.2310
MEM 543.113281 1568776915.3400
MEM 561.257812 1568776915.4490
MEM 579.492188 1568776915.5590
MEM 597.609375 1568776915.6680
MEM 615.714844 1568776915.7780
MEM 633.941406 1568776915.8870
MEM 652.019531 1568776915.9960
MEM 669.546875 1568776916.1060
MEM 687.410156 1568776916.2150
MEM 705.460938 1568776916.3240
MEM 723.550781 1568776916.4340
MEM 741.671875 1568776916.5430
MEM 759.742188 1568776916.6520
MEM 777.765625 1568776916.7620
MEM 795.902344 1568776916.8710
MEM 814.023438 1568776916.9800
MEM 832.132812 1568776917.0900
MEM 849.941406 1568776917.1990
MEM 867.757812 1568776917.3080
MEM 885.722656 1568776917.4180
MEM 903.878906 1568776917.5270
MEM 922.113281 1568776917.6360
MEM 940.253906 1568776917.7460
MEM 958.476562 1568776917.8550
MEM 976.617188 1568776917.9650
MEM 994.476562 1568776918.0740
MEM 1012.187500 1568776918.1830
MEM 1030.441406 1568776918.2930
MEM 1048.429688 1568776918.4020
MEM 1066.652344 1568776918.5110
MEM 1084.695312 1568776918.6210
MEM 1102.816406 1568776918.7300
MEM 1120.953125 1568776918.8390
MEM 1139.035156 1568776918.9490
MEM 1157.324219 1568776919.0580
MEM 1175.238281 1568776919.1670
MEM 1193.472656 1568776919.2770
MEM 1211.535156 1568776919.3860
MEM 1229.660156 1568776919.4950
MEM 1247.585938 1568776919.6050
MEM 1265.535156 1568776919.7140
MEM 1283.699219 1568776919.8240
MEM 1301.824219 1568776919.9330
MEM 1319.796875 1568776920.0420
MEM 1336.167969 1568776920.1430
MEM 1354.367188 1568776920.2520
MEM 1372.472656 1568776920.3610
MEM 1390.558594 1568776920.4710
MEM 1408.765625 1568776920.5800
MEM 1426.867188 1568776920.6890
MEM 1445.128906 1568776920.7990
MEM 1463.277344 1568776920.9080
MEM 1481.132812 1568776921.0170
MEM 1498.867188 1568776921.1270
MEM 1516.996094 1568776921.2360
MEM 1535.250000 1568776921.3450
MEM 1553.496094 1568776921.4550
MEM 1571.574219 1568776921.5640
MEM 1589.730469 1568776921.6730
MEM 1607.687500 1568776921.7830
MEM 1625.960938 1568776921.8920
MEM 1644.058594 1568776922.0020
MEM 1662.355469 1568776922.1110
MEM 1673.468750 1568776922.2200
MEM 1674.718750 1568776922.3300
MEM 1675.972656 1568776922.4390
MEM 1677.230469 1568776922.5480
MEM 1678.488281 1568776922.6580
MEM 1679.750000 1568776922.7670
MEM 1681.000000 1568776922.8760
MEM 1682.257812 1568776922.9860
MEM 1683.507812 1568776923.0950
MEM 1684.746094 1568776923.2040
MEM 1686.007812 1568776923.3140
MEM 1687.269531 1568776923.4230
MEM 1688.535156 1568776923.5320
MEM 1689.796875 1568776923.6420
MEM 1691.054688 1568776923.7510
MEM 1692.308594 1568776923.8600
MEM 1693.562500 1568776923.9700
MEM 1694.824219 1568776924.0790
MEM 1696.050781 1568776924.1890
MEM 1697.324219 1568776924.2980
MEM 1698.582031 1568776924.4070
MEM 1699.835938 1568776924.5170
MEM 1701.097656 1568776924.6260
MEM 1702.351562 1568776924.7350
