CMDLINE 'd:\program files\anoconda2\python.exe' runTimeMemory.py
MEM 0.500000 1568772113.6820
MEM 12.605469 1568772113.7820
MEM 17.964844 1568772113.8830
MEM 21.804688 1568772113.9840
MEM 25.546875 1568772114.0850
MEM 30.480469 1568772114.1850
MEM 43.593750 1568772114.2860
MEM 51.621094 1568772114.3870
MEM 54.351562 1568772114.4880
MEM 57.378906 1568772114.5880
MEM 61.804688 1568772114.6890
MEM 66.394531 1568772114.7900
MEM 68.074219 1568772114.8900
MEM 68.082031 1568772114.9910
MEM 68.082031 1568772115.0920
MEM 68.402344 1568772115.1930
MEM 69.816406 1568772115.2930
MEM 75.566406 1568772115.3940
MEM 79.675781 1568772115.4950
MEM 82.527344 1568772115.5960
MEM 86.070312 1568772115.6960
MEM 88.230469 1568772115.7970
MEM 94.136719 1568772115.8980
MEM 98.929688 1568772115.9980
MEM 102.074219 1568772116.0990
MEM 106.980469 1568772116.2000
MEM 114.871094 1568772116.3010
MEM 131.226562 1568772116.4010
MEM 147.503906 1568772116.5020
MEM 163.511719 1568772116.6030
MEM 179.718750 1568772116.7040
MEM 195.996094 1568772116.8040
MEM 212.292969 1568772116.9050
MEM 228.832031 1568772117.0060
MEM 244.906250 1568772117.1070
MEM 261.000000 1568772117.2070
MEM 277.128906 1568772117.3080
MEM 293.382812 1568772117.4090
MEM 309.621094 1568772117.5090
MEM 326.062500 1568772117.6100
MEM 342.250000 1568772117.7110
MEM 358.562500 1568772117.8120
MEM 374.789062 1568772117.9120
MEM 391.039062 1568772118.0130
MEM 407.460938 1568772118.1140
MEM 423.996094 1568772118.2150
MEM 440.503906 1568772118.3150
MEM 456.824219 1568772118.4160
MEM 472.796875 1568772118.5170
MEM 489.210938 1568772118.6170
MEM 505.664062 1568772118.7180
MEM 521.820312 1568772118.8190
MEM 538.089844 1568772118.9200
MEM 554.191406 1568772119.0200
MEM 570.464844 1568772119.1210
MEM 586.718750 1568772119.2220
MEM 602.878906 1568772119.3230
MEM 619.281250 1568772119.4230
MEM 635.644531 1568772119.5240
MEM 651.828125 1568772119.6250
MEM 668.187500 1568772119.7260
MEM 684.359375 1568772119.8260
MEM 700.433594 1568772119.9270
MEM 716.324219 1568772120.0280
MEM 732.632812 1568772120.1280
MEM 748.621094 1568772120.2290
MEM 764.863281 1568772120.3300
MEM 780.992188 1568772120.4310
MEM 797.441406 1568772120.5310
MEM 813.722656 1568772120.6320
