CMDLINE 'd:\program files\anoconda2\python.exe' runTimeMemory.py
MEM 0.527344 1568775291.4810
MEM 12.574219 1568775291.5820
MEM 17.933594 1568775291.6830
MEM 21.656250 1568775291.7840
MEM 25.410156 1568775291.8840
MEM 29.691406 1568775291.9850
MEM 42.953125 1568775292.0860
MEM 51.203125 1568775292.1860
MEM 54.050781 1568775292.2870
MEM 56.613281 1568775292.3880
MEM 61.328125 1568775292.4890
MEM 65.417969 1568775292.5890
MEM 68.046875 1568775292.6900
MEM 68.054688 1568775292.7910
MEM 68.054688 1568775292.8920
MEM 68.359375 1568775292.9920
MEM 69.652344 1568775293.0930
MEM 74.945312 1568775293.1940
MEM 79.210938 1568775293.2940
MEM 81.609375 1568775293.3950
MEM 85.667969 1568775293.4960
MEM 87.765625 1568775293.5970
MEM 91.632812 1568775293.6970
MEM 97.195312 1568775293.7980
MEM 101.628906 1568775293.8990
MEM 104.941406 1568775294.0000
MEM 113.574219 1568775294.1000
MEM 127.886719 1568775294.2010
MEM 144.152344 1568775294.3020
MEM 160.242188 1568775294.4030
MEM 176.437500 1568775294.5030
MEM 192.761719 1568775294.6040
MEM 209.238281 1568775294.7050
MEM 225.492188 1568775294.8050
MEM 241.902344 1568775294.9060
MEM 257.808594 1568775295.0070
MEM 274.050781 1568775295.1080
MEM 290.164062 1568775295.2080
MEM 305.800781 1568775295.3090
MEM 321.902344 1568775295.4100
MEM 338.082031 1568775295.5110
MEM 354.246094 1568775295.6110
MEM 370.425781 1568775295.7120
MEM 386.601562 1568775295.8130
MEM 402.695312 1568775295.9130
MEM 418.984375 1568775296.0140
MEM 434.996094 1568775296.1150
MEM 451.308594 1568775296.2160
MEM 467.589844 1568775296.3160
MEM 483.695312 1568775296.4170
MEM 499.824219 1568775296.5180
MEM 515.988281 1568775296.6190
MEM 532.125000 1568775296.7190
MEM 548.042969 1568775296.8200
MEM 564.203125 1568775296.9210
MEM 580.441406 1568775297.0220
MEM 596.714844 1568775297.1220
MEM 613.007812 1568775297.2230
MEM 629.085938 1568775297.3240
MEM 645.167969 1568775297.4240
MEM 661.140625 1568775297.5250
MEM 677.132812 1568775297.6260
MEM 693.265625 1568775297.7270
MEM 709.468750 1568775297.8270
MEM 725.574219 1568775297.9280
MEM 741.851562 1568775298.0290
MEM 757.933594 1568775298.1300
MEM 774.257812 1568775298.2300
MEM 790.406250 1568775298.3310
